"ID" "S6_DE.02.17982" "S6_DE.03.21762" "S6_DE.08.4808" "S6_GR.10824" "S6_GR.3810" "S6_GR.5549.D" "S6_GR.6296.D" "S6_GR.7150" "S6_GR.9320" "S6_M140" "S6_M141" "S6_M156"
"NM_001140" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_004311" 0 103 0 0 0 0 3 0 3 0 0 120
"NM_004310" 0 219 0 0 0 0 0 0 0 0 0 259
"NM_001145" 0 0 0 0 0 2 0 0 0 0 3 8
"NM_004316" 25 65 0 0 0 0 0 0 0 0 59 52
"NM_001147" 0 4 0 0 0 0 8 0 31 0 0 7
"NM_004314" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201473" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201472" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001161585" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201477" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201476" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201475" 0 7 0 0 0 0 2 0 8 0 13 0
"NM_001201474" 0 30 0 0 0 0 0 0 0 0 0 51
"MSTRG.7313.1" 0 0 0 0 0 0 1 0 14 0 0 3
"NM_001001548" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001201479" 0 0 0 0 0 0 0 0 0 0 0 64
"NM_001201478" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4964.1" 0 0 0 0 0 0 0 0 24 0 0 3
"NM_001287751" 0 0 0 0 0 0 0 0 0 0 0 4
"MSTRG.6946.1" 0 0 0 0 0 0 0 0 0 0 0 19
"MSTRG.3937.1" 0 4 0 0 0 0 0 0 8 0 0 2
"MSTRG.18409.1" 0 0 0 0 0 0 1 0 12 0 0 0
"MSTRG.14334.1" 1 2 0 0 0 0 4 0 43 0 0 7
"NR_033863" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.6617.1" 0 0 0 0 0 0 2 0 9 0 0 2
"MSTRG.22633.1" 0 4 0 0 0 0 4 0 13 0 0 5
"NM_001258299" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037609_1" 0 0 0 0 0 0 0 0 3 0 0 1
"NR_102409" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020056" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2669.1" 0 3 0 0 0 0 2 0 11 0 0 3
"NR_102405" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102404" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001166163" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001146322" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102401" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102400" 0 3 0 0 0 0 0 0 0 0 2 5
"NM_001206932_6" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020725" 0 0 0 0 0 0 9 0 7 0 0 7
"NM_182936" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_024993" 117 0 0 0 0 3 0 0 0 0 34 0
"NM_024991" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001278473" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_024997" 8 48 2 4 0 4 17 32 36 3 10 92
"NM_024996" 0 160 0 0 0 0 0 0 0 0 0 0
"NM_001001957" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_073201" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014482" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289114" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289115" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284348" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284349" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289110" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289111" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289112" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289113" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284342" 0 0 0 0 0 0 0 0 0 0 0 211
"NM_198376" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284340" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024065" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024062" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284347" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4408.1" 0 2 0 0 0 0 4 0 20 0 0 6
"MSTRG.11691.1" 7 15 0 0 0 0 0 0 0 0 26 21
"MSTRG.4678.1" 0 0 0 0 0 0 0 0 10 0 0 5
"MSTRG.6027.1" 0 0 0 0 0 0 0 0 11 0 0 1
"NR_073206" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8300.1" 0 14 0 0 0 0 3 0 3 1 0 8
"MSTRG.18103.1" 0 6 0 0 0 0 6 0 51 0 0 25
"NR_106758" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287602" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287603" 0 11 0 0 0 0 0 0 0 0 0 36
"NM_001287600" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287601" 0 0 0 0 0 0 0 0 0 0 0 189
"NM_198881" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198880" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287604" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198882" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19815.1" 0 0 0 0 0 0 0 0 11 0 0 0
"NR_073568" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198889" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2675.1" 2 40 0 0 0 3 3 0 3 0 8 49
"NM_001161546" 6 31 0 0 0 4 4 0 2 3 20 33
"NM_001166160" 0 0 0 9 0 11 37 69 138 0 2 62
"MSTRG.11884.1" 0 0 0 0 0 0 2 0 14 0 0 0
"MSTRG.18923.1" 0 0 0 0 0 0 3 0 13 0 0 0
"NM_001206932_5" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145274" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21422.1" 0 0 0 0 0 0 5 0 21 0 0 0
"NM_145276" 3 43 0 0 0 0 0 0 11 0 10 64
"NM_145277" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145270" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145271" 0 18 0 0 0 2 0 0 4 2 15 24
"NM_145272" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145273" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_182935" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20354.1" 0 0 0 0 0 0 2 0 11 0 0 1
"NM_145278" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145279" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21773.1" 0 12 0 0 0 0 0 0 2 0 0 5
"NM_001184789" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184788" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001172502" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184783" 23 0 0 3 0 0 8 0 15 0 66 560
"NM_001184782" 0 0 0 0 0 0 0 0 0 0 0 5
"NM_001184781" 0 0 0 0 0 0 0 0 0 0 0 9
"NM_001184780" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184787" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184786" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184785" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033860" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.16124.1" 0 33 0 0 0 0 0 0 0 0 0 19
"MSTRG.2495.1" 0 2 0 0 0 0 0 0 10 0 0 1
"NM_018974" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_130851" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12153.1" 0 11 0 0 0 0 2 0 1 0 0 22
"MSTRG.2648.1" 0 0 0 0 0 0 0 0 10 0 0 2
"NM_001287758" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.873.1" 0 0 0 0 0 0 0 0 13 0 0 2
"MSTRG.15640.1" 0 0 0 0 0 1 0 0 11 0 0 6
"MSTRG.16564.1" 0 0 0 0 0 0 2 30 35 0 0 5
"MSTRG.12789.1" 0 12 0 0 0 0 1 0 56 4 1 10
"MSTRG.14013.1" 0 0 0 0 0 0 6 0 6 0 0 8
"NM_021828" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18515.1" 0 0 0 0 0 0 0 0 20 0 0 1
"NM_001287759" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021821" 24 389 0 3 0 0 7 0 14 0 41 347
"NM_021822" 46 524 3 16 0 8 36 0 73 7 131 611
"NM_021823" 0 51 0 0 0 0 7 0 3 0 0 65
"NM_021824" 6 107 0 0 0 0 0 0 0 0 0 82
"NM_021825" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021826" 18 61 7 14 0 14 21 0 23 6 54 75
"NM_021827" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001171632" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.6948.1" 0 13 0 0 0 0 3 0 0 0 0 30
"NR_106753" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_078468" 0 83 0 0 0 0 0 0 0 0 0 92
"NM_078469" 4 311 0 0 0 0 4 0 8 0 0 342
"NM_145858" 0 7 0 0 0 0 0 0 10 0 0 12
"NM_145859" 0 31 0 0 0 0 0 0 0 0 0 63
"MSTRG.5030.1" 0 2 0 0 0 0 2 0 13 0 0 0
"MSTRG.18818.3" 0 935 0 0 0 0 0 0 0 0 0 0
"NM_001145118" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289021" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4851.1" 0 2 0 0 0 0 11 0 10 0 0 7
"NR_106752" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_016033" 0 197 0 0 0 0 12 0 17 0 0 267
"NM_001100916" 0 0 0 0 0 0 0 0 0 0 1 0
"MSTRG.19307.1" 0 5 0 0 0 0 2 0 13 0 0 5
"NM_001100915" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001100912" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001100913" 0 6 0 4 0 0 6 0 8 0 0 45
"NM_001100910" 9 53 0 0 0 0 0 0 0 0 15 61
"NM_033387" 20 117 5 2 0 5 12 0 16 4 30 168
"NR_026575" 3 6 0 1 0 1 3 0 2 1 8 8
"MSTRG.18994.1" 0 9 0 0 0 0 8 0 53 2 0 27
"MSTRG.4221.1" 0 3 0 2 0 0 0 0 11 0 0 2
"MSTRG.8890.1" 0 2 0 0 0 0 1 0 9 0 0 0
"NR_026578" 0 9 0 0 0 0 0 0 0 0 0 0
"NM_001286234" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286235" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286236" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286237" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286230" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286233" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12356.2" 0 0 0 0 0 0 0 0 0 0 0 14
"NM_001286238" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286239" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.9923.1" 0 19 0 0 0 0 0 0 0 0 1 4
"NM_001289023" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_138731" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106750" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19394.1" 0 1 0 0 0 3 3 0 30 0 0 7
"NM_001291905_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204418" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204419" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204416" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204417" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204414" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204415" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2184.2" 0 0 0 0 0 0 0 0 0 0 0 58
"NM_001198622" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110886_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110544" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110547" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110546" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110541" 0 2 0 0 0 0 0 0 0 0 0 2
"NM_138730" 0 0 0 0 0 0 0 0 0 0 0 58
"NM_001105247" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110542" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001105249" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001105248" 0 0 0 0 0 0 0 0 45 0 0 0
"NM_016593" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_049780" 0 4 0 0 0 0 0 0 0 0 0 6
"NR_110549" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110548" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19704.1" 0 5 0 0 0 0 3 0 19 0 0 4
"MSTRG.19963.1" 0 0 0 0 0 0 0 0 8 0 0 3
"NM_000779" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8201.1" 0 0 0 0 0 0 0 0 13 0 0 0
"NM_001289025" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_138733" 3 2 0 0 0 1 0 0 0 0 3 4
"MSTRG.21442.2" 0 0 0 0 0 0 0 0 34 0 0 230
"MSTRG.11451.3" 0 0 0 0 0 0 0 0 0 0 0 29
"NR_106756" 1 1 1 1 0 1 1 0 1 0 1 1
"NM_005989" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.13266.1" 0 0 0 0 0 0 0 0 23 0 0 3
"MSTRG.15344.1" 0 0 0 0 0 0 3 0 12 0 0 0
"NM_172246_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19569.1" 0 16 0 2 0 4 11 0 76 1 0 17
"NM_005118" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001195016" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017738" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20409.1" 0 31 0 0 0 0 5 0 6 0 0 28
"NR_027621" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027620" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027622" 0 5 0 0 0 0 0 0 25 0 0 4
"NR_027624" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001014435" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027626" 0 4 0 0 0 0 0 0 3 0 0 3
"NM_020880" 3 33 0 6 0 5 3 0 0 0 8 59
"NM_020883" 2 12 0 2 0 3 7 0 11 0 0 14
"NM_001289939" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020884" 1 0 0 0 0 0 1 0 2 0 0 0
"MSTRG.20588.1" 18 0 0 0 0 2 0 0 0 0 24 5
"NM_020886" 0 37 0 0 0 0 11 0 25 0 0 133
"NM_020889" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289933" 2 2 0 0 0 1 0 0 3 0 2 4
"NM_001289930" 6 33 2 6 0 9 13 0 23 4 10 67
"NM_001289931" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289936" 1 2 0 0 0 0 0 0 3 0 1 9
"NM_001289937" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289934" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287184" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047036" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014614" 72 196 5 24 0 28 64 0 82 6 126 339
"NR_110716" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287183" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287182" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1171.1" 102 400 1 9 0 8 16 0 16 4 170 334
"NM_181873" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_181871" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287189" 2 16 0 0 0 1 37 0 51 1 0 13
"NM_181877" 0 31 0 0 0 0 0 0 3 0 15 59
"NM_181874" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014611" 38 795 6 5 0 10 11 1 51 4 91 691
"NM_001256873" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15560.1" 1 0 0 0 0 0 3 0 2 0 0 11
"NM_001177515" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256872" 0 0 0 0 0 1 0 0 0 0 0 0
"NM_032423" 0 5 0 0 0 0 4 0 30 0 0 4
"NM_058187" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_058186" 0 0 0 0 0 0 0 0 0 0 0 4
"NM_005115" 0 32 0 0 0 0 0 0 0 0 0 50
"NM_058182" 0 69 0 0 0 0 2 0 0 0 0 69
"NM_058181" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_058180" 0 39 0 0 0 0 0 0 3 0 19 65
"NM_153716" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14830.1" 0 15 0 0 0 0 0 0 0 0 0 6
"MSTRG.21247.1" 0 0 0 0 0 0 3 0 72 0 0 8
"NM_001198721" 0 13 0 0 0 0 0 0 0 0 0 10
"MSTRG.1256.1" 0 12 0 0 0 0 2 0 3 0 0 5
"MSTRG.8236.1" 0 2 0 0 0 0 2 0 11 0 0 1
"NM_001198726" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11444.1" 0 0 0 0 0 0 1 0 8 0 0 2
"NM_001267895" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005891" 0 179 0 0 0 0 0 0 0 0 0 0
"NM_001204398" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014618" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110459" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.13792.1" 0 3 0 0 0 0 2 0 3 0 0 17
"MSTRG.19437.1" 0 12 0 0 0 0 0 0 10 0 0 3
"NM_030639" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.10054.1" 0 0 0 0 0 0 2 0 11 0 0 2
"NM_187841" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030632" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030631" 0 0 0 0 0 0 0 0 3 0 0 0
"NM_030630" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030637" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030636" 0 3 0 0 0 0 0 0 0 0 3 10
"NM_030634" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18118.3" 0 43 0 0 0 0 0 0 0 0 0 0
"NM_021599" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110458" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006272" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001270879" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006273" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109904" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001270876" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001270875" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001270873" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_034069" 44 727 0 0 0 0 18 0 32 0 107 737
"MSTRG.20271.1" 0 0 0 0 0 0 0 0 34 0 0 3
"NR_034068" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_007084" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.681.2" 0 98 0 0 0 0 0 0 0 0 0 40
"MSTRG.18113.1" 14 68 0 0 0 0 17 0 8 2 23 156
"NR_038914" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003724" 20 65 0 1 0 2 19 2 24 5 18 104
"MSTRG.16059.1" 0 14 0 0 0 0 0 0 4 0 22 15
"NM_006274" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109903" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.22324.1" 0 3 0 0 0 0 2 0 13 0 0 7
"MSTRG.18308.1" 0 0 0 0 0 0 5 0 15 0 0 4
"NM_021046" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021047" 5 21 1 7 0 5 25 0 21 0 18 56
"NM_021044" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021045" 7 80 2 0 0 5 6 0 21 1 11 16
"NM_173518" 0 4 0 0 0 0 2 0 5 0 0 9
"NM_173519" 0 11 0 0 0 0 0 0 0 0 0 42
"NR_104578" 0 6 0 0 0 0 0 0 0 0 0 0
"NM_173514" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5484.1" 0 15 0 0 0 0 0 0 2 0 0 17
"NM_173516" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_173517" 17 206 0 6 0 3 21 0 11 2 27 54
"NM_173510" 7 402 0 22 0 18 103 0 56 23 28 603
"NM_001193389" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_173512" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_021049" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001002033" 0 0 0 0 0 0 0 0 0 0 0 45
"MSTRG.19844.1" 0 3 0 0 0 0 12 0 56 0 1 24
"MSTRG.5707.1" 0 1 0 0 0 0 0 0 10 0 0 0
"NM_032428" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286723" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199099" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199098" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_201552" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_201553" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_201554" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001002036" 0 0 0 0 0 0 0 0 10 0 1 0
"MSTRG.5616.1" 0 0 0 0 0 0 0 0 20 0 0 0
"NM_201557" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199091" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_201559" 0 0 0 17 0 0 0 0 0 0 0 0
"MSTRG.4112.1" 0 0 0 0 0 0 0 0 11 0 0 0
"NM_001199092" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18426.1" 0 0 0 0 0 0 2 0 12 0 0 0
"NM_001199097" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199096" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024549" 0 226 0 2 0 0 0 0 181 0 0 48
"NM_003379" 91 493 58 747 0 527 276 64 407 111 186 1255
"NM_175910" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1327.1" 0 0 0 0 0 0 0 0 9 0 0 3
"NM_175914" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003370" 22 83 0 7 0 0 4 0 7 6 59 136
"NR_024540" 2 2 0 2 0 2 1 0 3 1 6 7
"NR_024543" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003373" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193637" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003375" 0 524 0 0 0 0 0 0 0 0 0 0
"NM_001193635" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003377" 0 39 0 0 0 0 6 0 10 0 17 62
"MSTRG.20407.1" 3 56 0 0 0 0 7 0 8 0 0 46
"NR_046768" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.22279.1" 0 2 0 0 2 0 3 0 11 0 0 3
"NM_001042522" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001042520" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001042521" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.16002.1" 0 0 0 0 0 0 5 0 10 0 0 2
"NM_001040875" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046762" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_031309" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046764" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001042529" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017733" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11710.1" 0 30 0 0 0 3 4 0 8 0 0 35
"MSTRG.21324.1" 0 0 0 0 0 0 3 0 53 0 0 6
"NR_110675" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001161531_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_145653_1" 0 0 0 0 0 0 0 0 1 0 0 0
"NM_001291316" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4029.1" 0 8 0 0 0 0 4 0 11 0 2 23
"NR_110453" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198141" 5 46 0 0 0 0 3 0 32 0 19 43
"MSTRG.2729.7" 0 303 0 0 0 0 0 0 0 0 0 380
"NM_004444" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2729.1" 0 574 0 0 0 0 0 0 0 0 0 360
"NM_144669" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110177" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2729.2" 0 60 0 0 0 0 0 0 0 0 0 420
"NM_144664" 4 286 2 5 0 13 61 0 95 6 15 252
"NM_144665" 4 87 8 52 0 60 316 0 259 7 8 589
"NM_144666" 6 11 0 0 0 5 8 0 23 0 5 31
"NM_144660" 17 63 5 15 0 20 109 0 169 13 16 436
"NM_144661" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_144662" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_144663" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_007125" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204103_7" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001252618" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001293557" 0 0 0 11 0 22 0 0 0 0 0 0
"NR_073169" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.13922.1" 0 0 0 0 0 0 0 0 9 0 0 0
"NM_020318" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197293" 0 0 0 0 0 0 0 0 0 6 0 72
"MSTRG.20062.1" 0 10 0 0 0 0 6 0 8 0 0 3
"NM_001197295" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197294" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197297" 0 264 0 0 0 0 0 0 0 0 0 0
"NM_001277059" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020311" 148 242 0 0 0 0 0 0 3 0 366 233
"NM_020310" 0 8 0 6 0 13 8 0 14 4 17 8
"NM_020313" 11 80 0 0 0 0 0 0 4 0 20 99
"NM_020312" 0 71 0 0 0 0 0 0 0 0 3 118
"NM_020315" 3 81 0 0 0 0 7 0 0 0 14 80
"NM_020314" 0 5 0 0 0 0 0 0 0 0 0 5
"NM_020317" 0 15 17 0 0 0 32 0 95 0 12 22
"NR_031653" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20123.1" 0 1 0 0 0 1 0 0 19 0 0 6
"NM_001113361" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001113363" 3 5 0 0 0 0 0 0 0 0 4 0
"NM_032968" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005191" 59 212 0 0 0 0 0 0 0 0 172 219
